Domain,Buy Now Price,Floor Price,Min Offer,Lease to Own,Max Lease Period,Sale Lander,Show Buy Now Option,Show Lease to Own Option,Show Make Offer Option,Hidden,TLD,Date Added (UTC),Listing Status,Fast Transfer,Views,Leads,30-day Unique Searches,90-day Unique Searches,365-day Unique Searches,30-day Total Searches,90-day Total Searches,365-day Total Searches,GoDaddy NS
xinzhi.app,1000,0,100,N,-,Buy It Now,Y,N,N,N,app,Mon Feb 09 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
xinzhi.page,800,0,100,N,-,Buy It Now,Y,N,N,N,page,Tue Mar 17 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
xiong.org,5610,0,100,N,-,Buy It Now,Y,N,N,N,org,Mon Feb 09 2026,Listed,Registrar Not Eligible,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
xn--9kq.org,800,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
圕.cn,1000,0,20,N,-,Buy It Now,Y,N,N,N,cn,Thu Jul 09 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
息壤.cn,500,0,20,N,-,Buy It Now,Y,N,N,N,cn,Thu Jul 09 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
xn--www.com,2000,0,20,N,-,Buy It Now,Y,N,N,N,com,Thu Jul 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
xumi.org,200,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
xwa.net,1000,0,100,N,-,Buy It Now,Y,N,N,N,net,Tue Mar 17 2026,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
yanhuo.org,150,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Active,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yblog.net,500,0,100,N,-,Buy It Now,Y,N,N,N,net,Tue Mar 17 2026,Listed,Registrar Not Eligible,4,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
yeyu.org,1000,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yinhun.net,500,0,100,N,-,Buy It Now,Y,N,N,N,net,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yinyue.org,3790,0,100,N,-,Buy It Now,Y,N,N,N,org,Mon Feb 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
ym.do,200,0,20,N,-,Buy It Now,Y,N,N,N,do,Fri May 15 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yongyuan.de,200,0,20,N,-,Buy It Now,Y,N,N,N,de,Thu Jul 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
youyong.de,200,0,20,N,-,Buy It Now,Y,N,N,N,de,Thu Jul 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yu.is,500,0,20,N,-,Buy It Now,Y,N,N,N,is,Fri May 15 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yunchang.net,100,0,100,N,-,Buy It Now,Y,N,N,N,net,Mon Feb 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yunpan.org,2000,0,20,N,-,Buy It Now,Y,N,N,N,org,Thu Jul 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
ywink.com,500,0,100,N,-,Buy It Now,Y,N,N,N,com,Tue Mar 17 2026,Listed,Registrar Not Eligible,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
yycode.com,1000,0,100,N,-,Buy It Now,Y,N,N,N,com,Tue Mar 17 2026,Listed,Registrar Not Eligible,5,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zaoan.org,2000,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Ownership Review,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhaichu.com,400,0,100,N,-,Buy It Now,Y,N,N,N,com,Mon Feb 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhaiLu.cn,800,0,100,N,-,Buy It Now,Y,N,N,N,cn,Tue Mar 17 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhei.net,500,0,100,N,-,Buy It Now,Y,N,N,N,net,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
zhei.org,500,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhinan.org,1000,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhinao.ee,100,0,20,N,-,Buy It Now,Y,N,N,N,ee,Fri May 15 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhongguoren.net,1500,0,100,N,-,Buy It Now,Y,N,N,N,net,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
zhongguotaiping.com,5000,0,100,N,-,Buy It Now,Y,N,N,N,com,Mon Feb 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhuama.cn,1000,0,20,N,-,Buy It Now,Y,N,N,N,cn,Thu Jul 09 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zhuye.org,300,0,20,N,-,Buy It Now,Y,N,N,N,org,Thu Jul 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zip.pm,300,0,100,N,-,Buy It Now,Y,N,N,N,pm,Tue Mar 17 2026,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
znovel.com,800,0,100,N,-,Buy It Now,Y,N,N,N,com,Tue Mar 17 2026,Listed,Registrar Not Eligible,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zuan.org,4360,0,100,N,-,Buy It Now,Y,N,N,N,org,Mon Feb 09 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zuimail.com,100,0,100,N,-,Buy It Now,Y,N,N,N,com,Tue Mar 17 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zuoai.org,1800,0,100,N,-,Buy It Now,Y,N,N,N,org,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
zwu.net,3352,0,100,N,-,Buy It Now,Y,N,N,N,net,Tue Mar 17 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
